,headline,snippet,pub_date,url
107,"Tesla to Recall 362,000 Cars With Its ‘Full Self Driving’ System","A federal auto safety agency said the technology can cause crashes, but said the company was unaware of any deaths or injuries caused by the flaws.",2023-02-16T18:26:54+0000,https://www.nytimes.com/2023/02/16/business/tesla-recall-full-self-driving.html
108,"Tesla Car Sales Grow Slower Than Expected, Amplifying Concerns","Wall Street has grown decidedly pessimistic about Tesla, fearful that Elon Musk, its chief executive, is too focused on Twitter.",2023-01-02T17:18:21+0000,https://www.nytimes.com/2023/01/02/business/tesla-fourth-quarter-sales.html
109,Elon Musk sells billions in Tesla stock as he prepares to buy Twitter.,He raised $8.5 billion in a series of sales this week and said he didn’t have plans to sell any more.,2022-04-29T12:53:26+0000,https://www.nytimes.com/2022/04/29/business/elon-musk-tesla-stock.html
110,G.M. Posts Solid Profit as It Pushes to Take On Tesla in E.V.s,"Aiming to make a million electric vehicles a year by 2025, General Motors is investing in a Nevada lithium mine to help with battery production.",2023-01-31T17:31:06+0000,https://www.nytimes.com/2023/01/31/business/general-motors-q4-earnings.html
111,Tesla Will Open Some Chargers to All Electric Vehicles,An agreement with the White House to allow electric cars made by other automakers is part of a broad effort to improve charging and increase sales of battery-powered vehicles.,2023-02-15T14:19:49+0000,https://www.nytimes.com/2023/02/15/business/energy-environment/tesla-electric-vehicle-chargers-biden.html
112,Tesla’s Aura Dims as Its Plunging Stock Highlights the Risks It Faces,Production problems in China and Elon Musk’s pursuit of Twitter are leading investors to wonder whether the electric car company is worth as much as they thought.,2022-05-20T17:55:58+0000,https://www.nytimes.com/2022/05/20/business/tesla-stock-elon-musk.html
113,What Riding in a Self-Driving Tesla Tells Us About the Future of Autonomy,"We took a ride with Tesla’s experimental self-driving system. It was by turns intriguing, impressive and scary.",2022-11-15T03:45:50+0000,https://www.nytimes.com/interactive/2022/11/14/technology/tesla-self-driving-flaws.html
114,California Regulator Accuses Tesla of Falsely Advertising Autopilot,A state agency said the electric carmaker had misled the public in describing its driver-assistance service as autonomous.,2022-08-06T00:24:43+0000,https://www.nytimes.com/2022/08/05/business/tesla-california-dmv-complaint.html
115,Jim Farley Tries to Reinvent Ford and Catch Up to Elon Musk and Tesla,Ford’s chief executive is about to introduce an electric F-150 pickup truck that could determine whether the automaker can survive and thrive in an industry dominated by Tesla.,2022-04-18T07:00:10+0000,https://www.nytimes.com/2022/04/18/business/economy/jim-farley-ford-lightning.html
116,Federal safety agency expands its investigation of Tesla’s Autopilot system.,NHTSA will take a broad look at whether the electric-car maker’s driver-assistance system can increase the risk of crashes.,2022-06-09T16:27:19+0000,https://www.nytimes.com/2022/06/09/business/tesla-autopilot-nhtsa-investigation.html
117,Tesla Reports Strong Profit in Third Quarter on Soaring Sales,The electric carmaker is growing fast but investors are worried that sales are starting to slow because of higher prices and interest rates.,2022-10-19T20:12:49+0000,https://www.nytimes.com/2022/10/19/business/telsa-profits-third-quarter-sales.html
118,Can Tesla Data Help Us Understand Car Crashes?,Data and video recorded by Tesla and other automakers to hone driver-assistance systems can also be an investigative tool for regulators and lawyers.,2022-08-18T21:09:54+0000,https://www.nytimes.com/interactive/2022/08/18/business/tesla-crash-data.html
119,Tesla and Musk Lose Ruling on Factory Union Issues,A court upheld a finding that Tesla wrongly fired a worker involved in labor organizing and that a Twitter post by Elon Musk was illegally anti-union.,2023-03-31T22:49:08+0000,https://www.nytimes.com/2023/03/31/business/tesla-union-musk-twitter.html
120,Tesla Profit Falls in Second Quarter as Supply Chain Problems Hurt,The world’s largest maker of electric cars struggled with production problems in China.,2022-07-20T20:46:42+0000,https://www.nytimes.com/2022/07/20/business/tesla-earnings-elon-musk.html
121,Elon Musk Says He Could Have Raised Funds to Take Tesla Private,Mr. Musk testified in a lawsuit filed by investors who claim his 2018 statements about a plan to buy up the carmaker’s stock cost them billions.,2023-01-23T18:17:41+0000,https://www.nytimes.com/2023/01/23/business/elon-musk-tesla-trial.html
122,Tesla’s Profit Jumped 12% in Fourth Quarter,"The electric car company is facing intensifying competition, supply chain disruptions and concerns about the behavior of Elon Musk.",2023-01-25T21:18:41+0000,https://www.nytimes.com/2023/01/25/business/tesla-earnings-fourth-quarter-2022.html
123,Jury Rules for Elon Musk and Tesla in Investor Lawsuit Over Tweets,The case centered on whether investors lost money because they believed Mr. Musk’s social media posts about taking Tesla private in 2018.,2023-02-03T20:45:43+0000,https://www.nytimes.com/2023/02/03/business/elon-musk-tesla-investor-trial.html
124,Elon Musk Says His Social Media Posts Did Not Drive Tesla’s Stock Price,The chief executive of Tesla testified in a federal civil trial about a 2018 plan to take the automaker private that fizzled out.,2023-01-20T22:42:44+0000,https://www.nytimes.com/2023/01/20/business/tesla-elon-musk-trial.html
125,China Orders Tesla to Recall 1.1 Million Vehicles Over Braking Risks,"Defects on certain Tesla models could lead drivers to step on the accelerator pedals for longer than necessary, increasing the risk of collisions, China’s market regulator says.",2023-05-12T10:57:56+0000,https://www.nytimes.com/2023/05/12/business/tesla-recall-china.html
126,Musk may be about to sell some Tesla stock. How would that affect markets?,"Tesla is highly traded, and Elon Musk’s sale of more than $16 billion worth of stock last year did not appear to push share prices lower.",2022-04-27T09:05:18+0000,https://www.nytimes.com/2022/04/27/technology/tesla-stock-price-musk.html
127,Jury Says Tesla Must Pay Worker $3.2 Million Over Racist Treatment,"A former Tesla factory worker, who is Black, challenged a judge’s earlier award of $15 million, but came away with less in a new trial.",2023-04-03T21:25:08+0000,https://www.nytimes.com/2023/04/03/business/tesla-racist-treatment-jury-award.html
128,Tesla’s Self-Driving Technology Comes Under Justice Dept. Scrutiny,"A regulatory filing says officials have asked about software that Elon Musk, the chief executive, has said would allow cars to operate autonomously.",2023-01-31T20:15:45+0000,https://www.nytimes.com/2023/01/31/technology/tesla-autopilot-investigation.html
129,Judge Hears Arguments in Suit Over Musk’s Tesla Pay,Shareholders’ lawyers challenged the board’s contention that Elon Musk’s record-setting compensation was deserved and an effective tool of motivation.,2023-02-21T22:57:49+0000,https://www.nytimes.com/2023/02/21/business/elon-musk-tesla-pay-suit.html
130,Interested in an Electric Vehicle? Consider Buying Used.,"The prices of used battery-powered models have fallen sharply, as the supply of cars and trucks has improved.",2023-10-07T09:01:16+0000,https://www.nytimes.com/2023/10/07/business/used-electric-vehicles.html
131,"Tesla to Cut 10% of Salaried Staff, Musk Tells Employees","The electric carmaker has been growing fast in recent years, but Elon Musk, its chief executive, appears to be concerned about a weakening economy.",2022-06-03T23:39:58+0000,https://www.nytimes.com/2022/06/03/business/tesla-elon-musk-job-cuts.html
132,"Tesla Will Sell Its Long-Awaited Cybertruck Next Year, Elon Musk Says",Delays in producing the pickup have allowed rivals like Ford to beat Tesla to market with electric pickups.,2022-04-08T04:33:56+0000,https://www.nytimes.com/2022/04/08/business/tesla-cybertruck-elon-musk.html
133,Elon Musk Sells Another Big Chunk of Tesla Stock,"Twitter’s owner has now sold $23 billion worth of Tesla stock this year, much of it after he pledged in April to stop selling shares to finance his deal to acquire the social media company.",2022-12-15T14:22:13+0000,https://www.nytimes.com/2022/12/15/business/elon-musk-tesla-stock.html
134,Tesla will spend more to increase production at two new factories.,"Tesla said it expected capital expenditures to be $6 billion to $8 billion in 2022, up from an April forecast of $5 billion to $7 billion.",2022-07-25T15:24:45+0000,https://www.nytimes.com/2022/07/25/business/tesla-spending-production-factories.html
135,Elon Musk Goes to Trial Over His 2018 Plan to Take Tesla Private,Investors are seeking billions of dollars in damages for their losses after Mr. Musk posted a proposal on Twitter that never materialized.,2023-01-17T10:00:17+0000,https://www.nytimes.com/2023/01/17/business/elon-musk-tesla-trial-funding-secured.html
136,Elizabeth Warren Prods Tesla About Elon Musk and Twitter,"In a letter to board, the Democratic senator asks whether the carmaker’s investors have been harmed by the billionaire tech mogul’s time running the social network.",2022-12-19T12:33:48+0000,https://www.nytimes.com/2022/12/19/business/dealbook/warren-musk-tesla-twitter.html
137,Tesla Will Open Its Charging Network to G.M.’s Electric Vehicles,"The electric car company, which operates the country’s most extensive charging network, struck a similar deal with Ford Motor recently.",2023-06-08T21:13:32+0000,https://www.nytimes.com/2023/06/08/business/general-motors-tesla-electric-vehicles-charging.html
138,Elon Musk Heads to Court to Defend His Billions in Tesla Pay,A shareholder is asking the court to void a 2018 compensation package that has paid the chief executive nearly $50 billion.,2022-11-16T10:00:23+0000,https://www.nytimes.com/2022/11/16/business/elon-musk-tesla-delaware-court.html
139,Elon Musk Said Tesla Buyout Plan Didn’t Involve ‘a Specific Number’,"Under questioning, Mr. Musk said he hadn’t discussed how much money investors would put in to help him take his car company private.",2023-01-24T22:14:09+0000,https://www.nytimes.com/2023/01/24/business/elon-musk-tesla-trial.html
140,Elon Musk sells nearly $7 billion in Tesla shares to finance his Twitter deal.,The billionaire entrepreneur said he wanted “to avoid an emergency sale of Tesla stock” if he was forced to complete the buyout of the social media company.,2022-08-10T14:57:59+0000,https://www.nytimes.com/2022/08/10/business/dealbook/elon-musk-tesla-twitter.html
141,There’s No Uber or Lyft. There Is a Communal Tesla.,An innovative E.V. ride-sharing program is bringing low-cost clean transportation to an agricultural town in California’s Central Valley. Others are following suit.,2023-06-16T09:00:58+0000,https://www.nytimes.com/2023/06/16/business/ev-ride-sharing-volunteers.html
142,Man Who Drove Family Off Cliff in Tesla Is Charged With Attempted Murder,"Dharmesh A. Patel, 41, intentionally crashed the car carrying his wife and two children, the authorities said, leading to a dramatic rescue. He has been charged with three counts of attempted murder, court records show.",2023-01-31T00:30:48+0000,https://www.nytimes.com/2023/01/30/us/tesla-driver-california-murder.html
143,Judge reduces $137 million penalty against Tesla over factory racism.,"While rejecting the automaker’s motion for a new trial, a federal judge said damages totaling $15 million were warranted.",2022-04-14T15:55:59+0000,https://www.nytimes.com/2022/04/14/business/tesla-lawsuit-racism.html
